libcode,pubcity,pubyear,title,oclc,language
None,London ,1785,"The whole life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river of Oroonoque ; having been cast of shore by shipwreck, wherein all the men perished but himself: with an account how he was at last as strangely delivered by pirates. Written by himself.",317898222,en
None,London ,1789,"The Life and most surprising adventures of Robinson Crusoe, ... (by D. Defoe.) The whole three volumes faithfully abridged. A new edition.",457493111,en
None,London ,1789,"The Life and most surprising adventures of Robinson Crusoe, ... (by D. Defoe.) The whole three volumes faithfully abridged. A new edition.",457493111,en
None,London ,1789,"The life and most surprising adventures of Robinson Crusoe, of fork, mariner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque. With an account of his deliverance thence, and his after surprising adventures.",23641018,en
None,London ,1789,An abridgement of the new Robinson Crusoe,220060514,en
None,London ,1789,An abridgement of the new Robinson Crusoe,220060514,en
None,London ,1790,"An abridgement of the new Robinson Crusoe : an instructive and entertaining history, for the use of children of both sexes. Translated from the French. Embellished with thirty-two beautiful cuts.",723186253,en
None,London ,1790,"[The life and most surprising adventures of Robinson Crusoe ... Twentieth edition, etc.].",752783519,en
None,London ,1790,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner. Who lived eight & twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pyrates.",4853145,en
None,London ,1790,"The Life And Strange Surprizing Adventures Of Robinson Crusoe, Of York, Mariner : Who lived eight & twenty years all alone in an uninhabited Island on the Coast of America, near the Mouth of the Great River of Oroonoque, Having been cast on Shore by Shipwreck, wherein all the Men perished but himself : With An Account how he was at last as strangely deliver'd by Pyrates / 1.",163837619,en
None,London ,1790,"The Life And Strange Surprizing Adventures Of Robinson Crusoe, Of York, Mariner : Who lived eight & twenty years all alone in an uninhabited Island on the Coast of America, near the Mouth of the Great River of Oroonoque, Having been cast on Shore by Shipwreck, wherein all the Men perished but himself : With An Account how he was at last as strangely deliver'd by Pyrates / 2 The Farther Adventures of Robinson Crusoe, being The Second and Last Part of his Life, And of the Strange Surprizing Account of his Travels Round three parts of the Globe.",163837621,en
None,London ,1790,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner. Who lived eight & twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Oroonoque; ... Written by himself. ...",228762464,en
None,London ,1790,"The life and strange surprizing adventures of Robinson Crusoe of York, mariner, who lived eight & twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Oroonque : having been cast on shore by shipwreck, wherein all the men perished but himself ; with an account how he was at last strangely delivered by pyrates",228883490,en
None,London ,1790,"The life and adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. ... Written by himself",260044932,en
None,London ,1790,The life and adventures of Robinson Crusoe of York ... : with an account of his travels round three parts of the globe.,606297916,en
None,London ,1790,"The life and strange surprizing adventures of Robinson Crusoe of York, mariner : who lived eight and twenty years all alone in an uninhabited island ... 1. (1790). - 389 S. : Ill.",630359184,en
None,London ,1790,"The life and strange surprizing adventures of Robinson Crusoe of York, mariner : who lived eight and twenty years all alone in an uninhabited island ... 2. (1790). - 456 S. : Ill.",630359207,en
None,London ,1790,"The life And Strange Surprising adventures of Robinson Crusoe, of York, Mariner.̤ Vol. 1",833705778,en
None,London ,1790,"The Life And Adventures of Robinson Crusoe, of York, Mariner.̤ : with an account of his travels round three parts of the globe Vol. 1",834472353,en
None,London ,1790,"The Life And Adventures of Robinson Crusoe, of York, Mariner.̤ : with an account of his travels round three parts of the globe Vol. 1",834472353,en
None,London ,1790,"The life and adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. ... Written by himself. ... In two volumes",838630560,en
None,London ,1790,"The life and adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years alone in an uninhabited island, and the coast of America ... : with an account of his travels round three parts of the globe, written by himself.",906758518,en
None,London ,1791,"The life and adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque : with an account of his travels round three parts of the globe /cwritten by himself.",976451151,en
None,London ,1791,"The life and adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque : with an account of his travels round three parts of the globe /cwritten by himself.",976451151,en
None,London ,1791,"The wonderful life and most surprising adventures of Robinson Crusoe of York, mariner.",36740634,en
None,London ,1791,The life and strange surprising adventures of Robinson Crusoe,219998216,en
None,London ,1791,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; ... Written by himself. T.",316775325,en
None,London ,1791,"The life and strange surprising adventures of Robinson Crusoe : of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque ; having been cast on Shore by Shipwreck, wherein all the Men perished but himself. With An Account how he was at last as strangely delivered by Pirates. Written by himself. The seventeenth edition, adorned with cuts. In two volumes. ...",642669525,en
None,London ,1791,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone ...",715252129,en
